cycle,range_bin,doppler_bin,output_hex
1265435000,56,20,ff25ff63
1265445000,56,21,0463fd96
1265455000,56,22,fa84050a
1265465000,56,23,01a5fcc4
1265475000,56,24,ff1e01a8
1265485000,56,25,00cfff50
1265495000,56,26,00d600c6
1265505000,56,27,fe4c0261
1265515000,56,28,000ffa8b
1265525000,56,29,00f501f4
1265535000,56,30,00840058
1265545000,56,31,ff97ffd0
1267425000,57,0,ffe1001d
1267435000,57,1,fff60012
1267445000,57,2,ffc70087
1267455000,57,3,ffda0015
1267465000,57,4,ff840007
1267475000,57,5,0276fde1
1267485000,57,6,fdf4028e
1267495000,57,7,ffc6ff0a
1267505000,57,8,001f0101
1267515000,57,9,00bafd1c
1267525000,57,10,ff5503c9
1267535000,57,11,0022fe77
1267545000,57,12,0188ffe3
1267555000,57,13,fed2ff9d
1267565000,57,14,ff940072
1267575000,57,15,0096ff66
1269455000,57,16,00520005
1269465000,57,17,009e0096
1269475000,57,18,ffcafe58
1269485000,57,19,ff2a03b2
1269495000,57,20,00c6fe01
1269505000,57,21,00dffec5
1269515000,57,22,fd31011a
1269525000,57,23,00b6feeb
1269535000,57,24,00780025
1269545000,57,25,008a0062
1269555000,57,26,0114ffe8
1269565000,57,27,fe9201f8
1269575000,57,28,fef4fc21
1269585000,57,29,0229016b
1269595000,57,30,ff650132
1269605000,57,31,ff96fefb
1271485000,58,0,ffce000f
1271495000,58,1,0050ff23
1271505000,58,2,ff0301be
1271515000,58,3,fff4febe
1271525000,58,4,008e0036
1271535000,58,5,026cfe1e
1271545000,58,6,fa8405dd
1271555000,58,7,01a8f9fd
1271565000,58,8,034a0349
1271575000,58,9,fdf40031
1271585000,58,10,0161ffa8
1271595000,58,11,fe9afd58
1271605000,58,12,0042031a
1271615000,58,13,0088fe22
1271625000,58,14,ffa80085
1271635000,58,15,001affe9
1273515000,58,16,00710070
1273525000,58,17,00cc0059
1273535000,58,18,fe71fecb
1273545000,58,19,01bb0157
1273555000,58,20,fe590135
1273565000,58,21,036cfcce
1273575000,58,22,fc3a02c4
1273585000,58,23,01efff05
1273595000,58,24,fe47ff8c
1273605000,58,25,025601d5
1273615000,58,26,fe5bfe9f
1273625000,58,27,01f30169
1273635000,58,28,ff3bfe83
1273645000,58,29,ff7e0108
1273655000,58,30,007e00b6
1273665000,58,31,ff47fecf
1275545000,59,0,ffd3002e
1275555000,59,1,ff40febb
1275565000,59,2,019c0332
1275575000,59,3,fe8dfbe8
1275585000,59,4,00080260
1275595000,59,5,00ecfe55
1275605000,59,6,001604ea
1275615000,59,7,fd94fa13
1275625000,59,8,02f10222
1275635000,59,9,ffb0003d
1275645000,59,10,ff2000c4
1275655000,59,11,ff1bfed8
1275665000,59,12,01b0ffec
1275675000,59,13,fefc006f
1275685000,59,14,008a004c
1275695000,59,15,0014ffa9
1277575000,59,16,ffb7007c
1277585000,59,17,00d30054
1277595000,59,18,fed1fecf
1277605000,59,19,fff9005f
1277615000,59,20,0284017a
1277625000,59,21,fde0ff4e
1277635000,59,22,00640053
1277645000,59,23,ff64fee7
1277655000,59,24,00570022
1277665000,59,25,01b102e8
1277675000,59,26,fd63fe95
1277685000,59,27,0171fef9
1277695000,59,28,014600a4
1277705000,59,29,fd98ffaa
1277715000,59,30,0148005d
1277725000,59,31,000eff3d
1279605000,60,0,ffafff9d
1279615000,60,1,00060040
1279625000,60,2,010900ca
1279635000,60,3,fcfefdef
1279645000,60,4,039c0187
1279655000,60,5,fba4fd61
1279665000,60,6,048705cb
1279675000,60,7,fc08fcfb
1279685000,60,8,01a1fe09
1279695000,60,9,01a802a0
1279705000,60,10,febb00d0
1279715000,60,11,0020fd7b
1279725000,60,12,004c00cf
1279735000,60,13,fff20093
1279745000,60,14,ffedfed7
1279755000,60,15,0026008f
1281635000,60,16,0035fff6
1281645000,60,17,0059004c
1281655000,60,18,fe7dfe66
1281665000,60,19,02fa0243
1281675000,60,20,fcf1ffc2
1281685000,60,21,040afbbc
1281695000,60,22,fd34079b
1281705000,60,23,00ccfaec
1281715000,60,24,ff930248
1281725000,60,25,0029014c
1281735000,60,26,0117fe9a
1281745000,60,27,fe5c0271
1281755000,60,28,ff5bfb60
1281765000,60,29,02e40254
1281775000,60,30,ff44003d
1281785000,60,31,ffaeffd0
1283665000,61,0,fff2ff87
1283675000,61,1,ffc100bb
1283685000,61,2,fffc004d
1283695000,61,3,0114fcf9
1283705000,61,4,008a04bf
1283715000,61,5,fe1afb04
1283725000,61,6,ff2f041e
1283735000,61,7,03f4fc10
1283745000,61,8,fc0e030f
1283755000,61,9,01affe6b
1283765000,61,10,ffa60131
1283775000,61,11,ff98ff25
1283785000,61,12,0102fff3
1283795000,61,13,ff0a00ae
1283805000,61,14,002bff54
1283815000,61,15,004400c2
1285695000,61,16,fffc0061
1285705000,61,17,ffb5ff0c
1285715000,61,18,00250049
1285725000,61,19,008e0012
1285735000,61,20,fee5fff2
1285745000,61,21,0289fef0
1285755000,61,22,fcd100a7
1285765000,61,23,02ae01fe
1285775000,61,24,fb94fb1d
1285785000,61,25,0603037e
1285795000,61,26,fd47029f
1285805000,61,27,ff20fbf0
1285815000,61,28,0043003c
1285825000,61,29,ffafff4a
1285835000,61,30,0143012d
1285845000,61,31,ff4cff74
1287725000,62,0,005cffa4
1287735000,62,1,000c00ba
1287745000,62,2,fed4ffc5
1287755000,62,3,0170fdb4
1287765000,62,4,ffed0303
1287775000,62,5,ff29ffb5
1287785000,62,6,00a3fecf
1287795000,62,7,ff82ff44
1287805000,62,8,fe280182
1287815000,62,9,02deffcc
1287825000,62,10,ffee0133
1287835000,62,11,fd58ffde
1287845000,62,12,03fbfda7
1287855000,62,13,fcdd0209
1287865000,62,14,0247fee1
1287875000,62,15,feae006e
1289755000,62,16,ffcf007c
1289765000,62,17,0094ffdd
1289775000,62,18,fe6dfefa
1289785000,62,19,03130178
1289795000,62,20,fc7e00ee
1289805000,62,21,0358fe38
1289815000,62,22,fd5000a2
1289825000,62,23,ff710033
1289835000,62,24,0223fd44
1289845000,62,25,fe64038b
1289855000,62,26,027ffeb4
1289865000,62,27,fffbfe8e
1289875000,62,28,0004018a
1289885000,62,29,00340024
1289895000,62,30,fe800048
1289905000,62,31,00ddff33
1291785000,63,0,ffecff8e
1291795000,63,1,00d5017d
1291805000,63,2,fd99feb5
1291815000,63,3,025bff95
1291825000,63,4,005b01db
1291835000,63,5,fef6fdd7
1291845000,63,6,fdb400f9
1291855000,63,7,042d0100
1291865000,63,8,fdb2006e
1291875000,63,9,fff3fcc1
1291885000,63,10,033301d3
1291895000,63,11,faa700db
1291905000,63,12,03f7ffbd
1291915000,63,13,fe4efe8f
1291925000,63,14,00f800f3
1291935000,63,15,ff5dffe4
1293815000,63,16,008affea
1293825000,63,17,0047003d
1293835000,63,18,ff5d0075
1293845000,63,19,00c2fe4b
1293855000,63,20,ffd700a6
1293865000,63,21,ffd90141
1293875000,63,22,feb4ff26
1293885000,63,23,00a2feb5
1293895000,63,24,ff30001e
1293905000,63,25,03db01b7
1293915000,63,26,fbc7fd01
1293925000,63,27,02b2ff9f
1293935000,63,28,00530286
1293945000,63,29,fea1ff8b
1293955000,63,30,015cff60
1293965000,63,31,fee60001
